Chromosome,Start,End,GeneID,Description,Strand
chr8,37157387,37159118,Niat3g_74859,"Pentatricopeptide repeat-containing protein At5g15010, mitochondrial",+
chr8,37164274,37166518,Niat3g_74860,scarecrow-like protein 9,+
chr8,37168333,37172245,Niat3g_74861,"Atp-dependent zinc metalloprotease ftsh 8, mitochondrial",-
chr8,37178777,37187337,Niat3g_74862,"ATP-dependent zinc metalloprotease FTSH 10, mitochondrial-like",-
chr8,37210587,37213550,Niat3g_74863,Protein FAR-RED ELONGATED HYPOCOTYL like,-
chr8,37229292,37230359,Niat3g_74864,"Heat shock protein DnaJ, cysteine-rich domain-containing protein",-
chr8,37258237,37261266,Niat3g_74865,"Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic",-
chr8,37383898,37387276,Niat3g_74866,Tropinone reductase-like protein,+
chr8,37389968,37391427,Niat3g_74867,CCHC-type domain-containing protein,+
chr8,37483652,37483937,Niat3g_74868,S-crystallin like,+
chr8,37486207,37489031,Niat3g_74869,CASP-like protein,-
chr8,37535115,37542352,Niat3g_74872,Bel1-like homeodomain protein 9,-
chr8,37639060,37640671,Niat3g_74873,Galactose oxidase,-
chr8,37720282,37722383,Niat3g_74874,Ribonucloprotein,+
chr8,37725509,37725964,Niat3g_74875,Unknown protein,+
chr8,37741075,37744171,Niat3g_74876,Rop guanine nucleotide exchange factor 7,-
chr8,37821480,37822557,Niat3g_74879,V-SNARE coiled-coil homology domain-containing protein,+
chr8,37962380,37965448,Niat3g_74884,Exostosin domain-containing protein,+
chr8,38007229,38008222,Niat3g_74885,Adenine nucleotide alpha hydrolases-like superfamily protein,-
chr8,38184377,38187305,Niat3g_74889,Unknown protein,+
chr8,38265546,38274913,Niat3g_74891,serine/threonine-protein phosphatase 7 long form homolog,+
chr8,38351480,38351921,Niat3g_74898,gag_pre-integrs domain-containing protein,+
chr8,38441616,38445515,Niat3g_74900,Tubulin-folding cofactor d,+
chr8,38562830,38563418,Niat3g_74902,18.1 kDa class I heat shock protein-like,-
chr8,38576993,38580723,Niat3g_74903,F-box protein SKIP8-like isoform X2,-
chr8,38583194,38585083,Niat3g_74904,Phosphatidylinositol:ceramide inositolphosphotransferase 2,+
chr8,38590487,38593116,Niat3g_74905,RING-CH-type domain-containing protein,-
chr8,38621695,38625087,Niat3g_74907,C2 NT-type domain-containing protein,-
chr8,38736553,38738428,Niat3g_74910,NtEIG-E80 protein,-
chr8,38820693,38830246,Niat3g_74911,"Fructose-1,6-bisphosphatase",+
chr8,38830494,38833520,Niat3g_74912,cell wall protein RBR3 isoform X2,-
chr8,38840380,38842114,Niat3g_74913,Tubulin beta chain,-
chr8,38854685,38855009,Niat3g_74914,phragmoplast orienting kinesin-1-like,+
chr8,38870366,38878740,Niat3g_74917,Ataxin 3/Josephin,-
chr8,38902445,38902679,Niat3g_74921,ankyrin repeat-containing protein At5g02620-like,-
chr8,38906372,38908618,Niat3g_74922,Proteasome subunit alpha type,+
chr8,38919502,38923865,Niat3g_74923,Laccase,+
chr8,38930253,38930598,Niat3g_74926,josephin-like protein,-
chr8,38979552,38979798,Niat3g_74932,Unknown protein,-
chr8,38990442,38991949,Niat3g_74934,transcription factor DIVARICATA-like,-
chr8,39046283,39046676,Niat3g_74938,Unknown protein,+
chr8,39121470,39125904,Niat3g_74942,Auxin transporter-like protein,+
chr8,39205594,39206887,Niat3g_74943,Gb3_synth domain-containing protein,-
chr8,39231336,39235431,Niat3g_74944,Protein kinase domain-containing protein,-
chr8,39256958,39261358,Niat3g_74945,Protein yippee-like,-
chr8,39268478,39268778,Niat3g_74947,Unknown protein,-
chr8,39318805,39319591,Niat3g_74948,zf-RVT domain-containing protein,-
chr8,39375928,39380994,Niat3g_74952,Phosphoinositide phospholipase C,+
chr8,39381457,39383198,Niat3g_74953,rhodanese-like domain-containing protein 10,-
chr8,39461946,39473882,Niat3g_74955,PHD finger protein ALFIN-LIKE 1-like,+
chr8,39495873,39499494,Niat3g_74959,leucoanthocyanidin dioxygenase-like,-
chr8,39523744,39526417,Niat3g_74960,leucoanthocyanidin dioxygenase-like,-
chr8,39609742,39610120,Niat3g_74961,Unknown protein,+
chr8,39613287,39614861,Niat3g_74965,Calcium-dependent protein kinase,-
chr8,39740659,39746011,Niat3g_74968,Lysine--tRNA ligase,+
chr8,39771473,39776776,Niat3g_74969,"Acyl-coenzyme a oxidase 4, peroxisomal",+
chr8,39780553,39786088,Niat3g_74970,Phosphoinositide phosphatase sac8,-
chr8,39786273,39789310,Niat3g_74971,Phosphoinositide phosphatase sac8,-
chr8,39921911,39926339,Niat3g_74972,"50S ribosomal protein L21, mitochondrial-like",-
chr8,40199530,40206589,Niat3g_74978,Pyruvate decarboxylase,+
chr8,40211649,40216844,Niat3g_74979,"Pyruvate decarboxylase, putative",+
chr8,40287306,40290945,Niat3g_74982,Ammonium transporter,-
chr8,40479894,40480218,Niat3g_74984,Unknown protein,+
chr8,40507213,40508859,Niat3g_74985,HTH myb-type domain-containing protein,-
chr8,40629533,40634951,Niat3g_74986,Importin subunit beta-1,+
chr8,40636814,40648249,Niat3g_74987,"Heme oxygenase 4, chloroplastic",-
chr8,40644737,40646168,Niat3g_74988,DUF4283 domain-containing protein,-
chr8,40650269,40652663,Niat3g_74989,"Protein of unknown function, DUF538",-
chr8,40675937,40676219,Niat3g_74990,RNase H domain-containing protein,+
chr8,40702555,40703191,Niat3g_74991,abscisic acid receptor PYL4-like,+
chr8,40708071,40708842,Niat3g_74993,Integrase catalytic domain-containing protein,-
chr8,40836697,40839121,Niat3g_74996,Protein trichome birefringence-like 34,+
chr8,40839813,40841048,Niat3g_74997,Unknown protein,+
chr8,40842188,40845027,Niat3g_74998,protein trichome birefringence-like 35,+
chr8,40935683,40936925,Niat3g_75003,Dehydration-responsive element-binding protein 2c,-
chr8,40940828,40941723,Niat3g_75004,PRA1 family protein,-
chr8,40942978,40945642,Niat3g_75005,macrophage migration inhibitory factor homolog,-
chr8,40947489,40950206,Niat3g_75006,kelch-like protein 3 isoform X2,-
chr8,40970051,40970896,Niat3g_75010,cingulin-like,+
chr8,40975699,40979177,Niat3g_75011,PPM-type phosphatase domain-containing protein,-
chr8,40981543,40982936,Niat3g_75012,CASP-like protein,+
chr8,40985767,40990942,Niat3g_75013,F-box/LRR-repeat protein 3,-
chr8,41008976,41012785,Niat3g_75014,Solute carrier family 40 protein,-
chr8,41032500,41032937,Niat3g_75015,Reverse transcriptase Ty1/copia-type domain-containing protein,+
chr8,41050161,41074692,Niat3g_75017,Regulatory-associated protein of tor 1,-
chr8,41075951,41079561,Niat3g_75018,"alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial-like",-
chr8,41115313,41117105,Niat3g_75019,Peroxidase,+
chr8,41155435,41156874,Niat3g_75022,Peroxidase,+
chr8,41194305,41195024,Niat3g_75023,Non-specific lipid-transfer protein,-
chr8,41272243,41273916,Niat3g_75024,Aspartate aminotransferase,+
chr8,41273949,41284539,Niat3g_75025,Aspartate aminotransferase,+
chr8,41295767,41296283,Niat3g_75026,YLP motif-containing protein 1-like,-
chr8,41334161,41343152,Niat3g_75027,stress response protein nst1-like,-
chr8,41493581,41495276,Niat3g_75028,Transcription repressor ofp1,+
chr8,41642844,41644981,Niat3g_75029,Peroxidase,-
chr8,41792868,41793462,Niat3g_75032,RNase H domain-containing protein,+
chr8,41793499,41793781,Niat3g_75033,RNase H domain-containing protein,+
chr8,41859927,41861889,Niat3g_75034,Peroxidase,-
chr8,41863113,41863470,Niat3g_75035,CCHC-type domain-containing protein,-
chr8,41961690,41962420,Niat3g_75040,Non-specific lipid-transfer protein,+
chr8,42000379,42001858,Niat3g_75043,Non-specific lipid-transfer protein,+
chr8,42055324,42056388,Niat3g_75047,Non-specific lipid-transfer protein,+
chr8,42117299,42117563,Niat3g_75061,Unknown protein,+
chr8,42118671,42119542,Niat3g_75062,Non-specific lipid-transfer protein,+
chr8,42173445,42173781,Niat3g_75067,Unknown protein,+
chr8,42175378,42175612,Niat3g_75068,Unknown protein,+
chr8,42225189,42226023,Niat3g_75072,Non-specific lipid-transfer protein,-
chr8,42297871,42301153,Niat3g_75081,Protein trichome birefringence-like 3,-
chr8,42389005,42391641,Niat3g_75083,Protein kinase domain-containing protein,+
chr8,42392490,42405442,Niat3g_75084,B3 domain-containing transcription repressor VAL2-like isoform X1,-
chr8,42438527,42443154,Niat3g_75085,elongation factor P-like,+
chr8,42451049,42453488,Niat3g_75086,YqgFc domain-containing protein,+
chr8,42456066,42463282,Niat3g_75087,Vacuolar-sorting receptor 1,-
chr8,42488981,42493581,Niat3g_75088,transmembrane protein 87B-like,-
chr8,42518960,42520187,Niat3g_75089,DUF599 domain-containing protein,+
chr8,42583836,42584553,Niat3g_75090,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr8,42589537,42590474,Niat3g_75091,WRKY domain-containing protein,-
chr8,42698050,42709393,Niat3g_75093,Phospholipid-transporting ATPase,-
chr8,42735897,42738480,Niat3g_75096,Non-specific serine/threonine protein kinase,+
chr8,42739537,42742910,Niat3g_75097,"Mannan endo-1,4-beta-mannosidase 6",-
chr8,42866170,42874888,Niat3g_75099,acetyltransferase NSI,+
chr8,42876319,42892119,Niat3g_75100,Protein kinase domain-containing protein,+
chr8,42911037,42922202,Niat3g_75101,Protein kinase domain-containing protein,+
chr8,42921395,42922511,Niat3g_75102,"Protein reticulata-related 3, chloroplastic",-
chr8,42964416,42971757,Niat3g_75103,Kh domain-containing protein,-
chr8,42988079,42988393,Niat3g_75104,Nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,+
chr8,43084350,43085307,Niat3g_75108,Protein of unknown function (DUF1191),-
chr8,43214228,43220577,Niat3g_75109,RING-type domain-containing protein,+
chr8,43222919,43226436,Niat3g_75110,Developmental and secondary metabolism regulator veA like,-
chr8,43261515,43266693,Niat3g_75111,Protein pin-likes 6,-
chr8,43366263,43367968,Niat3g_75113,Unknown protein,-
chr8,43384323,43384932,Niat3g_75114,Calcium-binding protein cast,-
chr8,43446933,43448905,Niat3g_75115,LEA_2 domain-containing protein,-
chr8,43450134,43454744,Niat3g_75116,Cyclin-dependent kinase,-
chr8,43458513,43462597,Niat3g_75117,Serinethreonine-protein kinase,-
chr8,43476258,43496761,Niat3g_75118,Ethanolamine-phosphate cytidylyltransferase,-
chr8,43525550,43540852,Niat3g_75119,GOLD domain-containing protein,+
chr8,43681341,43685492,Niat3g_75121,GRAS domain-containing protein,+
chr8,43800655,43801960,Niat3g_75122,Acylsugar acyltransferase 3,-
chr8,43837464,43837752,Niat3g_75123,enhancer of translation termination 1-like,+
chr8,43852842,43853158,Niat3g_75124,Unknown protein,+
chr8,43853904,43864096,Niat3g_75125,Hexosyltransferase,+
chr8,43868400,43870996,Niat3g_75126,ADP-ribosylation factor-related protein 1,-
chr8,43912964,43915234,Niat3g_75127,Peroxidase,+
chr8,44098494,44103653,Niat3g_75128,Cellulose synthase-like protein,-
chr8,44157307,44160181,Niat3g_75129,"Pentatricopeptide repeat-containing protein At1g51965, mitochondrial",+
chr8,44222473,44231175,Niat3g_75130,"Pantothenate kinase, putative",+
chr8,44241470,44241893,Niat3g_75131,Unknown protein,+
chr8,44242406,44247192,Niat3g_75132,Unknown protein,+
chr8,44248506,44252772,Niat3g_75133,Calcium-dependent protein kinase,-
chr8,44382337,44390753,Niat3g_75136,CBF domain-containing protein,-
chr8,44449563,44450610,Niat3g_75137,Protein EXORDIUM-like 5,+
chr8,44461675,44461909,Niat3g_75138,Unknown protein,+
chr8,44488952,44489336,Niat3g_75142,Dimer_Tnp_hAT domain-containing protein,+
chr8,44499398,44501610,Niat3g_75144,Dimer_Tnp_hAT domain-containing protein,-
chr8,44505860,44506142,Niat3g_75145,eukaryotic translation initiation factor 2-alpha kinase-like,+
chr8,44659485,44662472,Niat3g_75158,Sec1 family transport protein sly1,+
chr8,44664565,44670758,Niat3g_75159,"Isocitrate dehydrogenase [nad] regulatory subunit 1, mitochondrial",+
chr8,44686151,44690761,Niat3g_75160,O-fucosyltransferase family protein,+
chr8,44831524,44835636,Niat3g_75161,Histone chaperone like,+
chr8,44884023,44885507,Niat3g_75166,Endochitinase,+
chr8,44885701,44890677,Niat3g_75167,hippocampus abundant transcript 1 protein-like,-
chr8,44954892,44958084,Niat3g_75168,NAC domain-containing protein,-
chr8,45147831,45149827,Niat3g_75169,lysine histidine transporter-like 8,+
chr8,45257275,45260853,Niat3g_75171,Coiled-coil protein,-
chr8,45312231,45322116,Niat3g_75173,Serinethreonine-protein kinase sty46,+
chr8,45329051,45335302,Niat3g_75174,Mechanosensitive ion channel protein,+
chr8,45336766,45339066,Niat3g_75175,Pentatricopeptide repeat-containing protein,-
chr8,45548667,45569393,Niat3g_75178,DDB1- and CUL4-associated factor 8-like isoform X1,+
chr8,45565261,45565885,Niat3g_75179,Unknown protein,-
chr8,45656377,45657594,Niat3g_75180,Methyltransferase,+
chr8,45660767,45665873,Niat3g_75181,Vacuolar proton pump subunit B,-
chr8,45671436,45671803,Niat3g_75182,Unknown protein,+
chr8,45714322,45715156,Niat3g_75183,LEA_2 domain-containing protein,-
chr8,45715691,45719968,Niat3g_75184,"Protein phosphatase 2c, putative",-
chr8,45996879,46001881,Niat3g_75188,pre-mRNA-splicing factor syf2,+
chr8,46008662,46008992,Niat3g_75192,F21J9.3,+
chr8,46019226,46021675,Niat3g_75194,Plasma membrane intrinsic protein PIP2,-
chr8,46099351,46106673,Niat3g_75201,heparan-alpha-glucosaminide N-acetyltransferase-like,-
chr8,46115244,46118233,Niat3g_75202,SKP1-like protein,-
chr8,46184279,46184531,Niat3g_75207,Unknown protein,-
chr8,46225755,46227266,Niat3g_75209,BOI-related E3 ubiquitin-protein ligase 1-like,-
chr8,46235418,46235688,Niat3g_75210,Unknown protein,-
chr8,46258748,46262208,Niat3g_75212,Basic leucine zipper 23,-
chr8,46271419,46271851,Niat3g_75214,Unknown protein,-
chr8,46286531,46286888,Niat3g_75218,Unknown protein,-
chr8,46354017,46358043,Niat3g_75226,Rac-like GTP-binding protein,-
chr8,46412779,46414137,Niat3g_75233,ULP_PROTEASE domain-containing protein,+
chr8,46414426,46414725,Niat3g_75234,Unknown protein,-
chr8,46536604,46541160,Niat3g_75250,Beta-galactosidase,+
chr8,46551553,46562222,Niat3g_75251,E3 ubiquitin-protein ligase upl3,-
chr8,46592479,46596320,Niat3g_75252,L-ascorbate peroxidase 3,+
chr8,46644130,46645575,Niat3g_75255,myb-related protein 308-like,+
chr8,46873153,46874248,Niat3g_75257,F-box protein At5g49610,-
chr8,46970261,46974494,Niat3g_75258,Amino acid permease,+
chr8,47065893,47068835,Niat3g_75260,GH10 domain-containing protein,+
chr8,47076383,47080985,Niat3g_75261,Auxin transporter-like protein 2,+
chr8,47086291,47086984,Niat3g_75262,Glycine-rich protein 2,+
chr8,47089651,47091684,Niat3g_75263,PLCXc domain-containing protein,-
chr8,47134813,47135398,Niat3g_75266,Dirigent protein,-
chr8,47144245,47145775,Niat3g_75268,Ty3/gypsy retrotransposon protein,-
chr8,47145950,47147855,Niat3g_75269,Ty3/gypsy retrotransposon protein,-
chr8,47148736,47149117,Niat3g_75270,RNase H domain-containing protein,-
chr8,47156987,47158137,Niat3g_75271,Dirigent protein,-
chr8,47185685,47192457,Niat3g_75272,Protein of unknown function (DUF803),-
chr8,47199508,47200564,Niat3g_75273,Unknown protein,+
chr8,47222040,47222352,Niat3g_75274,30S ribosomal protein S5-like,-
chr8,47224717,47226706,Niat3g_75275,Pentatricopeptide repeat-containing protein At1g62590,-
chr8,47230639,47231158,Niat3g_75276,Peptidyl-prolyl cis-trans isomerase,-
chr8,47232333,47233842,Niat3g_75277,Proline-rich protein 4,-
chr8,47235493,47238721,Niat3g_75278,Translocon-associated protein subunit alpha,-
chr8,47279718,47288321,Niat3g_75280,"Triosephosphate isomerase, chloroplastic",+
chr8,47289902,47299785,Niat3g_75281,Urb2 domain-containing protein,-
chr8,47400072,47400360,Niat3g_75289,Unknown protein,+
chr8,47433457,47438187,Niat3g_75292,"ER lumen protein retaining receptor, putative",+
chr8,47467015,47468983,Niat3g_75293,X intrinsic protein,+
chr8,47763515,47763764,Niat3g_75294,auxin-induced protein 15A-like,-
chr8,47766576,47768056,Niat3g_75295,Unknown protein,+
chr8,47775056,47775347,Niat3g_75297,Unknown protein,+
chr8,47799101,47799368,Niat3g_75301,Auxin-responsive protein saur24,-
chr8,47799561,47799989,Niat3g_75302,Unknown protein,+
chr8,47802317,47802899,Niat3g_75303,Auxin-responsive protein saur22,-
chr8,47835987,47836308,Niat3g_75308,Iron-sulfur cluster assembly protein,-
chr8,47868672,47869236,Niat3g_75312,Reverse transcriptase domain-containing protein,+
chr8,47872928,47873237,Niat3g_75313,auxin-induced protein 15A-like,-
chr8,47915974,47916625,Niat3g_75318,zf-RVT domain-containing protein,-
chr8,47918095,47918350,Niat3g_75320,Unknown protein,+
chr8,47918750,47919173,Niat3g_75321,Pentatricopeptide repeat-containing protein At1g62590,+
chr8,47919507,47920047,Niat3g_75323,"Pentatricopeptide repeat-containing protein, mitochondrial",+
chr8,47945558,47946038,Niat3g_75327,Ribosomal protein L10,+
chr8,48003145,48003496,Niat3g_75331,"Pentatricopeptide repeat-containing protein, mitochondrial",+
chr8,48032949,48033270,Niat3g_75337,auxin-responsive protein SAUR50,+
chr8,48071108,48071438,Niat3g_75338,Auxin-responsive protein SAUR50,+
chr8,48246566,48249000,Niat3g_75340,Amidophosphoribosyltransferase,+
chr8,48264056,48266487,Niat3g_75341,Transcription factor rf2a,-
chr8,48335771,48339099,Niat3g_75343,V-type proton ATPase proteolipid subunit,+
chr8,48340638,48342435,Niat3g_75344,Signal recognition particle 54 kDa protein,+
chr8,48343932,48345936,Niat3g_75345,Protein far1-related sequence 6,-
chr8,48466072,48468895,Niat3g_75347,Arginine decarboxylase,+
chr8,48483885,48486974,Niat3g_75348,Nadh dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,-
chr8,48489955,48493471,Niat3g_75349,Fructose-bisphosphate aldolase,-
chr8,48495392,48500179,Niat3g_75350,zinc finger protein GIS2-like,-
chr8,48710409,48711419,Niat3g_75353,Protein TIC 214,-
chr8,48901035,48907459,Niat3g_75356,"protein FMP32, mitochondrial-like",+
chr8,48909843,48915494,Niat3g_75357,Squalene synthase,-
chr8,48962457,48973968,Niat3g_75358,Protein DETOXIFICATION,+
chr8,48995705,49007767,Niat3g_75359,Kinesin-like protein,+
chr8,49072132,49073565,Niat3g_75360,protein SHI RELATED SEQUENCE 5-like,-
chr8,49101982,49102387,Niat3g_75368,Unknown protein,-
chr8,49157802,49160367,Niat3g_75370,Protein kinase domain-containing protein,-
chr8,49162232,49169417,Niat3g_75371,26s protease regulatory subunit s10b-like b,+
chr8,49171275,49177555,Niat3g_75372,RING-type domain-containing protein,-
chr8,49256933,49257383,Niat3g_75374,BZIP transcription factor,-
chr8,49321640,49328850,Niat3g_75375,phosphatidylinositol/phosphatidylcholine transfer protein SFH8-like,+
chr8,49330031,49332900,Niat3g_75376,protein FAR1-RELATED SEQUENCE 5-like,-
chr8,49363372,49364205,Niat3g_75377,Unknown protein,+
chr8,49492262,49492580,Niat3g_75379,Ethylene-responsive transcription factor,-
chr8,49495448,49499964,Niat3g_75381,Phosphatidylinositol/phosphatidylcholine transfer protein SFH3,-
chr8,49583517,49585104,Niat3g_75382,40S ribosomal protein S25,+
chr8,49594229,49599974,Niat3g_75384,Unknown protein,+
